school_id,pct_proficient_math,pct_proficient_reading,pct_white,pct_black,pct_asian,pct_hispanic,pct_amerindian,pct_nativehawaii,pct_tworaces
10000500871,16.999999,54.000001,64.9018,2.0495,0.5978,31.4261,0.1708,0,0.854
10000600878,12,51.999999,74.2373,1.5254,0.5085,23.0508,0.678,0,0
10000600883,22,72,97.0588,0.6303,0.2101,1.6807,0,0,0.4202
10000601585,21.999999,57,93.531,1.6173,0.5391,3.7736,0.2695,0,0.2695
10000700251,39.999998,75,57.5275,28.4803,6.3762,4.5696,0,0.0708,2.9756
10000701456,47,80.000001,64.7416,23.5258,5.228,4.1945,0,0.2432,2.0669
10000800831,51.999999,81.000001,64.2442,21.5698,7.8488,3.314,0.7558,0.3488,1.9186
10000802198,48.999999,78,64.375,22.6875,6.625,3.9375,0.1875,0.125,2.0625
10001102096,17,72,52.3207,30.5907,1.0549,11.1814,0.211,0,4.6414
10001200874,17,52.000002,80.4487,1.6026,1.1218,14.9038,0.8013,0.1603,0.9615
10001301682,42.000001,81.999997,83.8946,11.6398,2.1962,1.1713,0.0732,0,1.0249
10003000003,27,61.999999,59.0349,37.577,0.7187,2.2587,0,0,0.4107
10006000007,26.999998,57.000001,58.7891,37.1094,1.7578,0.9766,0,0,1.3672
10009000011,2.5,32,2.7778,94.8413,0,2.381,0,0,0
10010000028,37.000001,76.999998,96.7703,0.2392,0.9569,1.6746,0.2392,0,0.1196
10012001472,27,67,58.6889,27.4714,1.9771,11.0302,0.3122,0.2081,0.3122
10018000033,12,62.000001,76.4624,13.9276,0,6.1281,0,0,3.4819
10018502137,22,72,81.0783,15.056,0.5086,1.3225,1.0173,0.1017,0.9156
10018902195,26.999999,77.000002,87.2894,9.4946,0.3063,0.9188,1.6845,0,0.3063
10019001183,20,60.999999,64.5647,20.3125,1.1719,12.7232,0.1116,0,1.1161
10019402399,22,72.000004,59.5745,14.1489,3.0851,22.766,0.2128,0,0.2128
10021000036,46.000002,71.000001,57.7123,27.3252,10.3986,3.004,0.2889,0,1.2709
10024000046,22,56.999999,81.9897,15.6089,0.3431,1.2007,0.1715,0,0.6861
10024000048,33.000001,70,68.878,24.4878,2.439,2.6829,0.3415,0.0488,1.122
10027000024,17,57,82.7116,10.1148,0.7891,4.5194,0.8608,0,1.0043
10027000100,46.000001,76,86.2491,8.305,0.885,3.1314,0.8169,0.0681,0.5446
10027000641,26.999999,71.999998,93.5853,1.1455,1.8328,2.4055,0.3436,0,0.6873
10027001759,25.999999,68,70.2024,22.1053,2.1862,3.5628,0.4858,0,1.4575
10027001784,15,52.000001,70.352,15.9516,0.275,11.0011,0.385,0,2.0352
10027001810,12,47,67.6949,27.5921,0.5141,0.7712,1.8852,0,1.5424
10027002073,36.999999,72.000002,82.9291,10.541,1.1194,3.4515,0.7463,0.4664,0.7463
10030000074,5,24.5,3.9548,94.9153,0,1.1299,0,0,0
10033000087,2.497976,27,2.3645,93.0049,0.197,4.2365,0,0,0.197
10036000092,11.999999,47.000002,59.9631,37.0849,0,2.583,0.1845,0,0.1845
10036000099,12,56.999999,88.2114,10.1626,0,1.4228,0.2033,0,0
10039000073,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10039000141,2.5,27.000001,0.8378,95.9634,0.0762,3.0465,0.0762,0,0
10039000164,2.5,17.000001,0.2852,97.9087,0,1.8061,0,0,0
10039000165,2.497326,17,0.6024,98.1928,0,0.9639,0,0,0.241
10039000176,22.000001,81.999998,0.7009,98.2477,0.1168,0.8178,0.1168,0,0
10039000192,2.5,31.999999,0.3871,98.5806,0,0.9032,0,0,0.129
10039000198,2.497354,22,0.3812,93.9009,0.1271,4.5743,0.1271,0.1271,0.7624
10039001468,2.502763,22.000001,0.6321,88.4956,0.1264,10.3666,0,0,0.3793
10042000206,12,61.999999,81.3397,0.2392,0.2392,17.4641,0.2392,0,0.4785
10042000208,17.000001,67.000001,96.7497,2.2752,0.2167,0.325,0,0,0.4334
10042000209,17,67.000001,88.1557,0.5076,0,10.8291,0.3384,0,0.1692
10042000210,11.999999,52.000002,94.1176,0.9488,0,4.9336,0,0,0
10042000213,12,42.000002,70.1169,0.6678,0.1669,28.2137,0.1669,0,0.6678
10045000216,27,67.000001,60.1719,38.3954,0.5731,0.5731,0.2865,0,0
10048000218,2.5,22.000001,0.4367,93.2314,0,6.3319,0,0,0
10051000226,7.5,36.999999,29.2049,68.8073,0.6116,0.7645,0.1529,0,0.4587
10054000240,17.000001,62.000002,92.7039,3.8627,0.2146,2.1459,0.4292,0.2146,0.4292
10054000243,12,61.999999,52.3719,37.0019,0.9488,7.0209,0.1898,0,2.4668
10054000247,12,67.000004,73.5986,18.264,1.2658,3.7975,0.1808,0.1808,2.7125
10054000250,22,66.999999,90.7285,5.298,0.6623,3.3113,0,0,0
10054001488,27.000001,77.000003,96.0861,2.3483,0,0.9785,0,0.1957,0.3914
10054001489,17,46.999999,78.4014,19.0476,0.5102,1.3605,0.3401,0,0.3401
10060000263,5,24.5,11.4625,88.1423,0,0.3953,0,0,0
10060000271,16.999999,52,58.3133,37.9518,0.6024,1.2048,0,0,1.9277
10063000278,27.000001,62.000003,80.131,8.7336,0.4367,1.0917,8.952,0,0.655
10066000262,17,57,72.3636,9.0909,0.4848,17.8182,0,0,0.2424
10066001491,17,56.999999,76.5416,16.3539,0.9383,5.496,0.134,0,0.5362
10069000291,5,34.500001,17.1271,81.768,0.2762,0.5525,0.2762,0,0
10069000297,5,54.509802,47.9695,51.7766,0,0.2538,0,0,0
10072000298,7.5,52.000002,28.866,70.3608,0,0.2577,0.2577,0,0.2577
10072001493,12,51.999998,29.76,68.48,0.16,0.96,0.16,0,0.48
10075002210,12,51.999998,76.1619,18.7406,0.1499,4.1979,0.2999,0,0.4498
10078000318,17,57.000002,89.3175,5.7864,0.1484,3.8576,0,0,0.8902
10081001494,11.999999,52.000002,81.3754,14.3266,0,1.1461,2.2923,0,0.8596
10084000333,24.490196,54.509802,86.8794,9.5745,0,2.8369,0,0,0.7092
10084000334,17,42,63.5762,27.5938,0.4415,6.181,0.2208,0.2208,1.766
10084000335,7.5,51.999998,95.6175,1.7928,0.3984,1.7928,0.3984,0,0
10087001766,7.494623,42.000001,8.0605,91.1839,0,0.5038,0.2519,0,0
10090001749,7.493976,52,52.381,44.0476,0,0.5952,0.2976,0,2.6786
10093000360,15.000001,54.486486,85.7143,14.2857,0,0,0,0,0
10093000362,15,54.48889,83.8828,12.4542,0.3663,1.0989,0,0,2.1978
10093000363,22,67.000002,95.5556,3.7037,0.4938,0,0,0,0.2469
10099000370,42.000001,76.999999,91.4191,0.7701,0.8801,5.7206,0.11,0.22,0.8801
10102000374,12,56.999998,99.2593,0.3704,0,0.3704,0,0,0
10102000377,22,46.999998,92.0775,1.0563,0.1761,5.6338,0.5282,0,0.5282
